Período de referência dos dados,Localização geográfica (Região agrária),Espécie,Superfície das principais culturas agrícolas (ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produção das principais culturas agrícolas (t) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produtividade das principais culturas agrícolas (kg/ ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) 
2006,Algarve,Melancia,,,
2006,Algarve,Morango,,,
2006,Algarve,Couve-flor,,,
2006,Algarve,Couve-brócolo,,,
2006,Algarve,Couve-repolho,,,
2006,Algarve,Couve-tronchuda,,,
2006,Algarve,Couve-lombardo,,,
2006,Algarve,Grelos (nabo e couve),,,
2006,Algarve,Alho,,,
2006,Algarve,Alho-porro,,,
2006,Algarve,Courgette,,,
2006,Algarve,Espinafre,,,
2006,Algarve,Nabo,,,
2006,Algarve,Abóbora (inclui butternut),,,
2006,Algarve,Outras hortícolas,,,
2006,Algarve,Principais culturas forrageiras,,,
2006,Algarve,Milho forrageiro,,,
2006,Algarve,Aveia forrageira,,,
2006,Algarve,Principais frutos frescos,3613,11551,3197
2006,Algarve,Pêra,58,523,9025
2006,Algarve,Maçã,20,175,8944
2006,Algarve,Pêssego,271,3504,12931
2006,Algarve,Cereja,3,6,2110
2006,Algarve,Ameixa,92,1194,12975
2006,Algarve,Damasco,102,1361,13346
2006,Algarve,Diospiro,95,2136,22553
2006,Algarve,Figo,2763,1708,618
2006,Algarve,Ginja,0,0,
2006,Algarve,Marmelo,12,133,11522
2006,Algarve,Nespera,112,389,3469
2006,Algarve,Romã,86,421,4900
2006,Algarve,Frutos pequenos de baga,,,
2006,Algarve,Amoras,,,
2006,Algarve,Framboesas,,,
2006,Algarve,Groselha,,,
2006,Algarve,Mirtilos,,,
2006,Algarve,Principais frutos subtropicais,3,22,7267
2006,Algarve,Kiwi,3,22,7267
2006,Algarve,Banana,0,0,
2006,Algarve,Ananás,0,0,
2006,Algarve,Abacate,,,
2006,Algarve,Citrinos,16383,222342,13572
2006,Algarve,Laranja,12773,168334,13179
2006,Algarve,Tangerina,3099,45642,14728
2006,Algarve,Limão,326,6114,18753
2006,Algarve,Tangera,163,2012,12344
2006,Algarve,Toranja,22,240,10909
2006,Algarve,Principais frutos de casca rija,13004,1502,116
2006,Algarve,Amêndoa,12924,1354,105
2006,Algarve,Castanha,5,5,1000
2006,Algarve,Noz,75,143,1911
2006,Algarve,Avelã,0,0,
2006,Algarve,Vinha,2627,12751,4854
2006,Algarve,Uva para vinho,1719,4221,2455
2006,Algarve,Uva para vinho (DOP),,,
2006,Algarve,Uva para vinho (IGP),,,
2006,Algarve,Uva para vinho (Vinhos sem certificação),,,
2006,Algarve,Uva de mesa,908,8531,9395
2006,Algarve,Olival,8909,7472,839
2006,Algarve,Azeitona de mesa,384,198,517
2006,Algarve,Azeitona para azeite,8525,7274,853
2005,Portugal,Cereais para grão,389343,801314,2058
2005,Portugal,Trigo,122708,81530,664
2005,Portugal,Trigo mole,120620,80362,666
2005,Portugal,Trigo duro,2088,1168,559
2005,Portugal,Centeio,25365,19747,779
2005,Portugal,Aveia,53658,25151,469
2005,Portugal,Cevada,34338,26271,765
2005,Portugal,Triticale,20488,8252,403
2005,Portugal,Milho,109906,514415,4681
2005,Portugal,Milho regadio,99347,496752,5000
2005,Portugal,Milho sequeiro,10559,17663,1673
2005,Portugal,Arroz,22881,125947,5504
2005,Portugal,Principais leguminosas secas,9124,3299,362
2005,Portugal,Feijão,7760,2762,356
2005,Portugal,Grão-de-bico,1364,537,394
2005,Portugal,Batata,37208,548007,14728
2005,Portugal,Batata de regadio,29267,473690,16185
2005,Portugal,Batata de sequeiro,7941,74317,9359
2005,Portugal,Principais culturas para indústria,31015,1697118,54719
2005,Portugal,Tomate para indústria,13684,1085065,79294
2005,Portugal,Girassol,7069,2398,339
2005,Portugal,Tabaco,1618,4749,2935
2005,Portugal,Beterraba,8623,604879,70147
2005,Portugal,Lúpulo,21,27,1300
2005,Portugal,Culturas hortícolas,,,
2005,Portugal,Tomate fresco,,,
2005,Portugal,Alface,,,
2005,Portugal,Feijão-verde,,,
2005,Portugal,Cebola,,,
2005,Portugal,Cenoura,,,
2005,Portugal,Pimento,,,
2005,Portugal,Ervilha,,,
2005,Portugal,Fava,,,
2005,Portugal,Melão,,,
2005,Portugal,Melancia,,,
2005,Portugal,Morango,,,
2005,Portugal,Couve-flor,,,
2005,Portugal,Couve-brócolo,,,
2005,Portugal,Couve-repolho,,,
2005,Portugal,Couve-tronchuda,,,
2005,Portugal,Couve-lombardo,,,
2005,Portugal,Grelos (nabo e couve),,,
2005,Portugal,Alho,,,
2005,Portugal,Alho-porro,,,
2005,Portugal,Courgette,,,
2005,Portugal,Espinafre,,,
2005,Portugal,Nabo,,,
2005,Portugal,Abóbora (inclui butternut),,,
2005,Portugal,Outras hortícolas,,,
2005,Portugal,Principais culturas forrageiras,,,
2005,Portugal,Milho forrageiro,,,
2005,Portugal,Aveia forrageira,,,
2005,Portugal,Principais frutos frescos,48093,463835,9645
2005,Portugal,Pêra,11746,129316,11010
2005,Portugal,Maçã,16840,250543,14878
2005,Portugal,Pêssego,5174,41637,8048
2005,Portugal,Cereja,5488,16373,2984
2005,Portugal,Ameixa,1751,14350,8194
2005,Portugal,Damasco,460,3598,7828
2005,Portugal,Diospiro,199,2503,12576
2005,Portugal,Figo,5765,1967,341
2005,Portugal,Ginja,42,63,1496
2005,Portugal,Marmelo,282,2376,8437
2005,Portugal,Nespera,239,701,2933
2005,Portugal,Romã,108,408,3778
2005,Portugal,Frutos pequenos de baga,,,
2005,Portugal,Amoras,,,
2005,Portugal,Framboesas,,,
2005,Portugal,Groselha,,,
2005,Portugal,Mirtilos,,,
2005,Portugal,Principais frutos subtropicais,2421,39563,16341
2005,Portugal,Kiwi,1303,17360,13322
2005,Portugal,Banana,1056,20476,19390
2005,Portugal,Ananás,62,1727,27855
2005,Portugal,Abacate,,,
2005,Portugal,Citrinos,24756,271310,10960
2005,Portugal,Laranja,19330,205490,10631
2005,Portugal,Tangerina,4101,50884,12408
2005,Portugal,Limão,942,11223,11917
2005,Portugal,Tangera,355,3503,9869
2005,Portugal,Toranja,28,209,7535
2005,Portugal,Principais frutos de casca rija,69113,39195,567
2005,Portugal,Amêndoa,33762,11740,348
2005,Portugal,Castanha,32042,23491,733
2005,Portugal,Noz,2808,3623,1290
2005,Portugal,Avelã,500,342,683
2005,Portugal,Vinha,204494,973117,4759
2005,Portugal,Uva para vinho,200505,941830,4697
2005,Portugal,Uva para vinho (DOP),,,
2005,Portugal,Uva para vinho (IGP),,,
2005,Portugal,Uva para vinho (Vinhos sem certificação),,,
2005,Portugal,Uva de mesa,3989,31287,7844
2005,Portugal,Olival,348426,211070,606
2005,Portugal,Azeitona de mesa,9503,7159,753
2005,Portugal,Azeitona para azeite,338923,203911,602
2005,Alentejo,Cereais para grão,205171,205146,1000
2005,Alentejo,Trigo,103170,58217,564
2005,Alentejo,Trigo mole,101435,57440,566
2005,Alentejo,Trigo duro,1735,777,448
2005,Alentejo,Centeio,375,136,363
2005,Alentejo,Aveia,37675,16390,435
2005,Alentejo,Cevada,28980,17260,596
2005,Alentejo,Triticale,19150,7540,394
2005,Alentejo,Milho,9076,66501,7327
2005,Alentejo,Milho regadio,8935,66483,7441
2005,Alentejo,Milho sequeiro,141,18,128
2005,Alentejo,Arroz,6745,39102,5797
2005,Alentejo,Principais leguminosas secas,940,328,349
2005,Alentejo,Feijão,106,89,840
2005,Alentejo,Grão-de-bico,834,239,287
2005,Alentejo,Batata,1208,13654,11303
2005,Alentejo,Batata de regadio,787,10904,13855
2005,Alentejo,Batata de sequeiro,421,2750,6532
2005,Alentejo,Principais culturas para indústria,13094,401906,30694
2005,Alentejo,Tomate para indústria,2679,187215,69882
2005,Alentejo,Girassol,6675,2327,349
2005,Alentejo,Tabaco,318,923,2901
2005,Alentejo,Beterraba,3422,211441,61789
2005,Alentejo,Lúpulo,0,0,
2005,Alentejo,Culturas hortícolas,,,
2005,Alentejo,Tomate fresco,,,
2005,Alentejo,Alface,,,
2005,Alentejo,Feijão-verde,,,
2005,Alentejo,Cebola,,,
2005,Alentejo,Cenoura,,,
2005,Alentejo,Pimento,,,
2005,Alentejo,Ervilha,,,
2005,Alentejo,Fava,,,
2005,Alentejo,Melão,,,
2005,Alentejo,Melancia,,,
2005,Alentejo,Morango,,,
2005,Alentejo,Couve-flor,,,
2005,Alentejo,Couve-brócolo,,,
2005,Alentejo,Couve-repolho,,,
2005,Alentejo,Couve-tronchuda,,,
2005,Alentejo,Couve-lombardo,,,
2005,Alentejo,Grelos (nabo e couve),,,
2005,Alentejo,Alho,,,
2005,Alentejo,Alho-porro,,,
2005,Alentejo,Courgette,,,
2005,Alentejo,Espinafre,,,
2005,Alentejo,Nabo,,,
2005,Alentejo,Abóbora (inclui butternut),,,
2005,Alentejo,Outras hortícolas,,,
2005,Alentejo,Principais culturas forrageiras,,,
2005,Alentejo,Milho forrageiro,,,
2005,Alentejo,Aveia forrageira,,,
2005,Alentejo,Principais frutos frescos,2487,19124,7689
2005,Alentejo,Pêra,260,3818,14685
2005,Alentejo,Maçã,450,7576,16833
2005,Alentejo,Pêssego,531,3295,6205
2005,Alentejo,Cereja,37,95,2568
2005,Alentejo,Ameixa,425,4075,9589
2005,Alentejo,Damasco,23,56,2453
2005,Alentejo,Diospiro,1,4,4000
2005,Alentejo,Figo,727,123,169
2005,Alentejo,Ginja,1,0,0
2005,Alentejo,Marmelo,29,81,2803
2005,Alentejo,Nespera,1,0,0
2005,Alentejo,Romã,2,0,0
2005,Alentejo,Frutos pequenos de baga,,,
2005,Alentejo,Amoras,,,
2005,Alentejo,Framboesas,,,
2005,Alentejo,Groselha,,,
2005,Alentejo,Mirtilos,,,
2005,Alentejo,Principais frutos subtropicais,4,0,0
2005,Alentejo,Kiwi,4,0,0
2005,Alentejo,Banana,0,0,
2005,Alentejo,Ananás,0,0,
2005,Alentejo,Abacate,,,
2005,Alentejo,Citrinos,2083,9179,4407
2005,Alentejo,Laranja,1849,8103,4382
2005,Alentejo,Tangerina,179,923,5154
2005,Alentejo,Limão,27,87,3224
2005,Alentejo,Tangera,28,67,2393
2005,Alentejo,Toranja,0,0,
2005,Alentejo,Principais frutos de casca rija,1431,1214,848
2005,Alentejo,Amêndoa,453,74,163
2005,Alentejo,Castanha,533,107,201
2005,Alentejo,Noz,423,1007,2382
2005,Alentejo,Avelã,22,25,1141
2005,Alentejo,Vinha,22044,96615,4383
2005,Alentejo,Uva para vinho,21666,93288,4306
2005,Alentejo,Uva para vinho (DOP),,,
2005,Alentejo,Uva para vinho (IGP),,,
2005,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2005,Alentejo,Uva de mesa,378,3327,8811
2005,Alentejo,Olival,157076,61506,392
2005,Alentejo,Azeitona de mesa,2593,2388,921
2005,Alentejo,Azeitona para azeite,154483,59118,383
2005,Algarve,Cereais para grão,5321,6072,1141
2005,Algarve,Trigo,1247,442,354
2005,Algarve,Trigo mole,1162,420,361
2005,Algarve,Trigo duro,85,22,259
2005,Algarve,Centeio,24,4,167
2005,Algarve,Aveia,2100,800,381
2005,Algarve,Cevada,1122,294,262
2005,Algarve,Triticale,118,27,229
2005,Algarve,Milho,710,4505,6345
2005,Algarve,Milho regadio,692,4498,6500
2005,Algarve,Milho sequeiro,18,7,406
2005,Algarve,Arroz,0,0,
2005,Algarve,Principais leguminosas secas,44,8,177
2005,Algarve,Feijão,25,4,172
2005,Algarve,Grão-de-bico,19,4,184
2005,Algarve,Batata,476,6636,13941
2005,Algarve,Batata de regadio,380,6612,17400
2005,Algarve,Batata de sequeiro,96,24,250
2005,Algarve,Principais culturas para indústria,0,0,
2005,Algarve,Tomate para indústria,0,0,
2005,Algarve,Girassol,0,0,
2005,Algarve,Tabaco,0,0,
2005,Algarve,Beterraba,0,0,
2005,Algarve,Lúpulo,0,0,
2005,Algarve,Culturas hortícolas,,,
2005,Algarve,Tomate fresco,,,
2005,Algarve,Alface,,,
2005,Algarve,Feijão-verde,,,
2005,Algarve,Cebola,,,
2005,Algarve,Cenoura,,,
2005,Algarve,Pimento,,,
2005,Algarve,Ervilha,,,
2005,Algarve,Fava,,,
2005,Algarve,Melão,,,
2005,Algarve,Melancia,,,
2005,Algarve,Morango,,,
2005,Algarve,Couve-flor,,,
2005,Algarve,Couve-brócolo,,,
2005,Algarve,Couve-repolho,,,
2005,Algarve,Couve-tronchuda,,,
2005,Algarve,Couve-lombardo,,,
2005,Algarve,Grelos (nabo e couve),,,
2005,Algarve,Alho,,,
2005,Algarve,Alho-porro,,,
2005,Algarve,Courgette,,,
2005,Algarve,Espinafre,,,
2005,Algarve,Nabo,,,
2005,Algarve,Abóbora (inclui butternut),,,
2005,Algarve,Outras hortícolas,,,
2005,Algarve,Principais culturas forrageiras,,,
2005,Algarve,Milho forrageiro,,,
2005,Algarve,Aveia forrageira,,,
2005,Algarve,Principais frutos frescos,3735,10455,2800
2005,Algarve,Pêra,67,565,8433
2005,Algarve,Maçã,20,179,8950
2005,Algarve,Pêssego,298,3395,11392
2005,Algarve,Cereja,3,6,2000
2005,Algarve,Ameixa,97,1013,10442
2005,Algarve,Damasco,115,1398,12159
2005,Algarve,Diospiro,95,2033,21397
2005,Algarve,Figo,2828,993,351
2005,Algarve,Ginja,0,0,
2005,Algarve,Marmelo,12,114,9913
2005,Algarve,Nespera,114,372,3263
2005,Algarve,Romã,86,387,4500
2005,Algarve,Frutos pequenos de baga,,,
2005,Algarve,Amoras,,,
2005,Algarve,Framboesas,,,
2005,Algarve,Groselha,,,
2005,Algarve,Mirtilos,,,
2005,Algarve,Principais frutos subtropicais,3,18,6000
2005,Algarve,Kiwi,3,18,6000
2005,Algarve,Banana,0,0,
2005,Algarve,Ananás,0,0,
2005,Algarve,Abacate,,,
2005,Algarve,Citrinos,17316,218137,12598
2005,Algarve,Laranja,13129,161590,12308
2005,Algarve,Tangerina,3537,46921,13266
2005,Algarve,Limão,360,6382,17752
2005,Algarve,Tangera,272,3056,11235
2005,Algarve,Toranja,18,188,10444
2005,Algarve,Principais frutos de casca rija,13168,1409,107
2005,Algarve,Amêndoa,13092,1279,98
2005,Algarve,Castanha,5,4,800
2005,Algarve,Noz,71,127,1787
2005,Algarve,Avelã,0,0,
2005,Algarve,Vinha,2957,12248,4142
2005,Algarve,Uva para vinho,1874,3727,1989
2005,Algarve,Uva para vinho (DOP),,,
2005,Algarve,Uva para vinho (IGP),,,
2005,Algarve,Uva para vinho (Vinhos sem certificação),,,
2005,Algarve,Uva de mesa,1083,8521,7868
2005,Algarve,Olival,8905,2599,292
2005,Algarve,Azeitona de mesa,382,80,209
2005,Algarve,Azeitona para azeite,8523,2519,296
2004,Portugal,Cereais para grão,463646,1374973,2966
2004,Portugal,Trigo,187432,292866,1563
2004,Portugal,Trigo mole,35388,58290,1647
2004,Portugal,Trigo duro,152044,234576,1543
2004,Portugal,Centeio,28619,27265,953
2004,Portugal,Aveia,55801,61317,1099
2004,Portugal,Cevada,15899,26248,1651
2004,Portugal,Triticale,11926,16659,1397
2004,Portugal,Milho,137349,794819,5787
2004,Portugal,Milho regadio,124784,769610,6168
2004,Portugal,Milho sequeiro,12565,25209,2006
2004,Portugal,Arroz,26620,155799,5853
2004,Portugal,Principais leguminosas secas,12061,5657,469
2004,Portugal,Feijão,9487,4212,444
2004,Portugal,Grão-de-bico,2575,1445,561
2004,Portugal,Batata,43665,742019,16993
2004,Portugal,Batata de regadio,34181,628816,18397
2004,Portugal,Batata de sequeiro,9484,113203,11936
2004,Portugal,Principais culturas para indústria,52552,1846800,35142
2004,Portugal,Tomate para indústria,14015,1200930,85689
2004,Portugal,Girassol,28367,13917,491
2004,Portugal,Tabaco,1788,5357,2996
2004,Portugal,Beterraba,8358,626562,74964
2004,Portugal,Lúpulo,24,35,1458
2004,Portugal,Culturas hortícolas,,,
2004,Portugal,Tomate fresco,,,
2004,Portugal,Alface,,,
2004,Portugal,Feijão-verde,,,
2004,Portugal,Cebola,,,
2004,Portugal,Cenoura,,,
2004,Portugal,Pimento,,,
2004,Portugal,Ervilha,,,
2004,Portugal,Fava,,,
2004,Portugal,Melão,,,
2004,Portugal,Melancia,,,
2004,Portugal,Morango,,,
2004,Portugal,Couve-flor,,,
2004,Portugal,Couve-brócolo,,,
2004,Portugal,Couve-repolho,,,
2004,Portugal,Couve-tronchuda,,,
2004,Portugal,Couve-lombardo,,,
2004,Portugal,Grelos (nabo e couve),,,
2004,Portugal,Alho,,,
2004,Portugal,Alho-porro,,,
2004,Portugal,Courgette,,,
2004,Portugal,Espinafre,,,
2004,Portugal,Nabo,,,
2004,Portugal,Abóbora (inclui butternut),,,
2004,Portugal,Outras hortícolas,,,
2004,Portugal,Principais culturas forrageiras,,,
2004,Portugal,Milho forrageiro,,,
2004,Portugal,Aveia forrageira,,,
2004,Portugal,Principais frutos frescos,50255,553075,11005
2004,Portugal,Pêra,11943,187402,15691
2004,Portugal,Maçã,17969,275123,15311
2004,Portugal,Pêssego,5523,46035,8335
2004,Portugal,Cereja,5512,15658,2841
2004,Portugal,Ameixa,1804,14915,8270
2004,Portugal,Damasco,485,4010,8262
2004,Portugal,Diospiro,199,3221,16179
2004,Portugal,Figo,6160,3250,528
2004,Portugal,Ginja,40,50,1241
2004,Portugal,Marmelo,272,2262,8311
2004,Portugal,Nespera,240,743,3098
2004,Portugal,Romã,108,408,3778
2004,Portugal,Frutos pequenos de baga,,,
2004,Portugal,Amoras,,,
2004,Portugal,Framboesas,,,
2004,Portugal,Groselha,,,
2004,Portugal,Mirtilos,,,
2004,Portugal,Principais frutos subtropicais,2386,44016,18448
2004,Portugal,Kiwi,1214,14957,12321
2004,Portugal,Banana,1107,27241,24608
2004,Portugal,Ananás,65,1818,27969
2004,Portugal,Abacate,,,
2004,Portugal,Citrinos,25947,313056,12065
2004,Portugal,Laranja,20078,237988,11853
2004,Portugal,Tangerina,4528,59286,13092
2004,Portugal,Limão,952,11786,12385
2004,Portugal,Tangera,357,3739,10463
2004,Portugal,Toranja,32,258,7983
2004,Portugal,Principais frutos de casca rija,69155,48897,707
2004,Portugal,Amêndoa,34235,12135,354
2004,Portugal,Castanha,31528,32239,1023
2004,Portugal,Noz,2844,4051,1425
2004,Portugal,Avelã,549,472,860
2004,Portugal,Vinha,208956,1006998,4819
2004,Portugal,Uva para vinho,204554,967652,4731
2004,Portugal,Uva para vinho (DOP),,,
2004,Portugal,Uva para vinho (IGP),,,
2004,Portugal,Uva para vinho (Vinhos sem certificação),,,
2004,Portugal,Uva de mesa,4402,39346,8937
2004,Portugal,Olival,347276,311330,896
2004,Portugal,Azeitona de mesa,9906,10631,1073
2004,Portugal,Azeitona para azeite,337370,300699,891
2004,Alentejo,Cereais para grão,257959,590793,2290
2004,Alentejo,Trigo,166306,260097,1564
2004,Alentejo,Trigo mole,20736,36596,1765
2004,Alentejo,Trigo duro,145570,223501,1535
2004,Alentejo,Centeio,299,243,813
2004,Alentejo,Aveia,37050,44800,1209
2004,Alentejo,Cevada,11710,20890,1784
2004,Alentejo,Triticale,10620,15390,1449
2004,Alentejo,Milho,21737,185369,8528
2004,Alentejo,Milho regadio,21403,185190,8653
2004,Alentejo,Milho sequeiro,334,179,536
2004,Alentejo,Arroz,10237,64004,6252
2004,Alentejo,Principais leguminosas secas,2046,1136,555
2004,Alentejo,Feijão,151,127,841
2004,Alentejo,Grão-de-bico,1895,1009,532
2004,Alentejo,Batata,1533,17510,11422
2004,Alentejo,Batata de regadio,936,12990,13878
2004,Alentejo,Batata de sequeiro,597,4520,7571
2004,Alentejo,Principais culturas para indústria,34617,506547,14633
2004,Alentejo,Tomate para indústria,2710,204800,75572
2004,Alentejo,Girassol,27710,13710,495
2004,Alentejo,Tabaco,345,910,2638
2004,Alentejo,Beterraba,3852,287127,74547
2004,Alentejo,Lúpulo,0,0,
2004,Alentejo,Culturas hortícolas,,,
2004,Alentejo,Tomate fresco,,,
2004,Alentejo,Alface,,,
2004,Alentejo,Feijão-verde,,,
2004,Alentejo,Cebola,,,
2004,Alentejo,Cenoura,,,
2004,Alentejo,Pimento,,,
2004,Alentejo,Ervilha,,,
2004,Alentejo,Fava,,,
2004,Alentejo,Melão,,,
2004,Alentejo,Melancia,,,
2004,Alentejo,Morango,,,
2004,Alentejo,Couve-flor,,,
2004,Alentejo,Couve-brócolo,,,
2004,Alentejo,Couve-repolho,,,
2004,Alentejo,Couve-tronchuda,,,
2004,Alentejo,Couve-lombardo,,,
2004,Alentejo,Grelos (nabo e couve),,,
2004,Alentejo,Alho,,,
2004,Alentejo,Alho-porro,,,
2004,Alentejo,Courgette,,,
2004,Alentejo,Espinafre,,,
2004,Alentejo,Nabo,,,
2004,Alentejo,Abóbora (inclui butternut),,,
2004,Alentejo,Outras hortícolas,,,
2004,Alentejo,Principais culturas forrageiras,,,
2004,Alentejo,Milho forrageiro,,,
2004,Alentejo,Aveia forrageira,,,
2004,Alentejo,Principais frutos frescos,2603,19321,7422
2004,Alentejo,Pêra,265,3980,15019
2004,Alentejo,Maçã,483,7823,16197
2004,Alentejo,Pêssego,544,2905,5340
2004,Alentejo,Cereja,37,105,2838
2004,Alentejo,Ameixa,445,4230,9506
2004,Alentejo,Damasco,18,62,3444
2004,Alentejo,Diospiro,1,4,4000
2004,Alentejo,Figo,777,130,168
2004,Alentejo,Ginja,1,0,0
2004,Alentejo,Marmelo,29,81,2803
2004,Alentejo,Nespera,1,0,0
2004,Alentejo,Romã,2,0,0
2004,Alentejo,Frutos pequenos de baga,,,
2004,Alentejo,Amoras,,,
2004,Alentejo,Framboesas,,,
2004,Alentejo,Groselha,,,
2004,Alentejo,Mirtilos,,,
2004,Alentejo,Principais frutos subtropicais,4,0,0
2004,Alentejo,Kiwi,4,0,0
2004,Alentejo,Banana,0,0,
2004,Alentejo,Ananás,0,0,
2004,Alentejo,Abacate,,,
2004,Alentejo,Citrinos,2133,17558,8232
2004,Alentejo,Laranja,1917,15519,8096
2004,Alentejo,Tangerina,155,1718,11082
2004,Alentejo,Limão,32,190,5938
2004,Alentejo,Tangera,29,131,4517
2004,Alentejo,Toranja,0,0,
2004,Alentejo,Principais frutos de casca rija,1414,1883,1332
2004,Alentejo,Amêndoa,455,102,224
2004,Alentejo,Castanha,533,800,1501
2004,Alentejo,Noz,403,954,2368
2004,Alentejo,Avelã,23,27,1174
2004,Alentejo,Vinha,21805,115483,5296
2004,Alentejo,Uva para vinho,21402,111793,5224
2004,Alentejo,Uva para vinho (DOP),,,
2004,Alentejo,Uva para vinho (IGP),,,
2004,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2004,Alentejo,Uva de mesa,404,3690,9143
2004,Alentejo,Olival,152263,101650,668
2004,Alentejo,Azeitona de mesa,2690,2850,1059
2004,Alentejo,Azeitona para azeite,149573,98800,661
2004,Algarve,Cereais para grão,8793,14582,1658
2004,Algarve,Trigo,1831,2093,1143
2004,Algarve,Trigo mole,1381,1419,1028
2004,Algarve,Trigo duro,450,674,1498
2004,Algarve,Centeio,39,13,333
2004,Algarve,Aveia,3929,3480,886
2004,Algarve,Cevada,1453,992,683
2004,Algarve,Triticale,155,95,613
2004,Algarve,Milho,1170,6872,5874
2004,Algarve,Milho regadio,1008,6680,6627
2004,Algarve,Milho sequeiro,162,192,1185
2004,Algarve,Arroz,216,1037,4801
2004,Algarve,Principais leguminosas secas,341,204,598
2004,Algarve,Feijão,215,128,595
2004,Algarve,Grão-de-bico,126,76,603
2004,Algarve,Batata,892,14225,15947
2004,Algarve,Batata de regadio,755,13417,17771
2004,Algarve,Batata de sequeiro,137,808,5898
2004,Algarve,Principais culturas para indústria,0,0,
2004,Algarve,Tomate para indústria,0,0,
2004,Algarve,Girassol,0,0,
2004,Algarve,Tabaco,0,0,
2004,Algarve,Beterraba,0,0,
2004,Algarve,Lúpulo,0,0,
2004,Algarve,Culturas hortícolas,,,
2004,Algarve,Tomate fresco,,,
2004,Algarve,Alface,,,
2004,Algarve,Feijão-verde,,,
2004,Algarve,Cebola,,,
2004,Algarve,Cenoura,,,
2004,Algarve,Pimento,,,
2004,Algarve,Ervilha,,,
2004,Algarve,Fava,,,
2004,Algarve,Melão,,,
2004,Algarve,Melancia,,,
2004,Algarve,Morango,,,
2004,Algarve,Couve-flor,,,
2004,Algarve,Couve-brócolo,,,
2004,Algarve,Couve-repolho,,,
2004,Algarve,Couve-tronchuda,,,
2004,Algarve,Couve-lombardo,,,
2004,Algarve,Grelos (nabo e couve),,,
2004,Algarve,Alho,,,
2004,Algarve,Alho-porro,,,
2004,Algarve,Courgette,,,
2004,Algarve,Espinafre,,,
2004,Algarve,Nabo,,,
2004,Algarve,Abóbora (inclui butternut),,,
2004,Algarve,Outras hortícolas,,,
2004,Algarve,Principais culturas forrageiras,,,
2004,Algarve,Milho forrageiro,,,
2004,Algarve,Aveia forrageira,,,
2004,Algarve,Principais frutos frescos,3875,12994,3353
2004,Algarve,Pêra,84,758,9024
2004,Algarve,Maçã,27,245,9074
2004,Algarve,Pêssego,331,3741,11302
2004,Algarve,Cereja,3,6,2000
2004,Algarve,Ameixa,102,1069,10486
2004,Algarve,Damasco,128,1553,12133
2004,Algarve,Diospiro,93,2701,29042
2004,Algarve,Figo,2896,2038,704
2004,Algarve,Ginja,0,0,
2004,Algarve,Marmelo,11,111,10091
2004,Algarve,Nespera,114,385,3377
2004,Algarve,Romã,86,387,4500
2004,Algarve,Frutos pequenos de baga,,,
2004,Algarve,Amoras,,,
2004,Algarve,Framboesas,,,
2004,Algarve,Groselha,,,
2004,Algarve,Mirtilos,,,
2004,Algarve,Principais frutos subtropicais,3,23,7667
2004,Algarve,Kiwi,3,23,7667
2004,Algarve,Banana,0,0,
2004,Algarve,Ananás,0,0,
2004,Algarve,Abacate,,,
2004,Algarve,Citrinos,18081,237860,13155
2004,Algarve,Laranja,13458,174446,12962
2004,Algarve,Tangerina,3975,53734,13518
2004,Algarve,Limão,356,6408,18000
2004,Algarve,Tangera,270,3044,11274
2004,Algarve,Toranja,22,228,10364
2004,Algarve,Principais frutos de casca rija,13218,2709,205
2004,Algarve,Amêndoa,13142,2562,195
2004,Algarve,Castanha,5,5,1000
2004,Algarve,Noz,71,142,2000
2004,Algarve,Avelã,0,0,
2004,Algarve,Vinha,3287,14214,4324
2004,Algarve,Uva para vinho,2029,3204,1579
2004,Algarve,Uva para vinho (DOP),,,
2004,Algarve,Uva para vinho (IGP),,,
2004,Algarve,Uva para vinho (Vinhos sem certificação),,,
2004,Algarve,Uva de mesa,1258,11010,8752
2004,Algarve,Olival,8903,8863,996
2004,Algarve,Azeitona de mesa,380,271,713
2004,Algarve,Azeitona para azeite,8523,8592,1008
2003,Portugal,Cereais para grão,450798,1191546,2643
2003,Portugal,Trigo,174307,149569,858
2003,Portugal,Trigo mole,30144,36149,1199
2003,Portugal,Trigo duro,144163,113420,787
2003,Portugal,Centeio,30349,26955,888
2003,Portugal,Aveia,54101,39020,721
2003,Portugal,Cevada,11505,13028,1132
2003,Portugal,Triticale,13439,11275,839
2003,Portugal,Milho,141440,803897,5684
2003,Portugal,Milho regadio,128566,776732,6042
2003,Portugal,Milho sequeiro,12874,27164,2110
2003,Portugal,Arroz,25657,147802,5761
2003,Portugal,Principais leguminosas secas,12878,6084,472
2003,Portugal,Feijão,10106,4669,462
2003,Portugal,Grão-de-bico,2772,1415,511
2003,Portugal,Batata,45866,737570,16081
2003,Portugal,Batata de regadio,36301,643496,17727
2003,Portugal,Batata de sequeiro,9565,94074,9835
2003,Portugal,Principais culturas para indústria,58562,1402115,23942
2003,Portugal,Tomate para indústria,12451,894181,71817
2003,Portugal,Girassol,36628,18015,492
2003,Portugal,Tabaco,1966,5735,2917
