Período de referência dos dados,Localização geográfica (Região agrária),Espécie,Superfície das principais culturas agrícolas (ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produção das principais culturas agrícolas (t) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produtividade das principais culturas agrícolas (kg/ ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) 
2016,Algarve,Nespera,115,357,3111
2016,Algarve,Romã,108,632,5831
2016,Algarve,Frutos pequenos de baga,,,
2016,Algarve,Amoras,,,
2016,Algarve,Framboesas,,,
2016,Algarve,Groselha,,,
2016,Algarve,Mirtilos,,,
2016,Algarve,Principais frutos subtropicais,4,29,8019
2016,Algarve,Kiwi,4,29,8019
2016,Algarve,Banana,0,0,
2016,Algarve,Ananás,0,0,
2016,Algarve,Abacate,,,
2016,Algarve,Citrinos,14878,294878,19820
2016,Algarve,Laranja,12465,252797,20280
2016,Algarve,Tangerina,1939,33018,17033
2016,Algarve,Limão,386,7872,20394
2016,Algarve,Tangera,71,987,13856
2016,Algarve,Toranja,17,203,12003
2016,Algarve,Principais frutos de casca rija,7531,1075,143
2016,Algarve,Amêndoa,7399,783,106
2016,Algarve,Castanha,16,15,918
2016,Algarve,Noz,116,277,2389
2016,Algarve,Avelã,0,0,
2016,Algarve,Vinha,1595,5930,3718
2016,Algarve,Uva para vinho,1205,1389,1153
2016,Algarve,Uva para vinho (DOP),,,
2016,Algarve,Uva para vinho (IGP),,,
2016,Algarve,Uva para vinho (Vinhos sem certificação),,,
2016,Algarve,Uva de mesa,390,4541,11633
2016,Algarve,Olival,8854,2369,268
2016,Algarve,Azeitona de mesa,236,111,472
2016,Algarve,Azeitona para azeite,8618,2258,262
2015,Portugal,Cereais para grão,269207,1240202,4607
2015,Portugal,Trigo,39736,80393,2023
2015,Portugal,Trigo mole,37015,74490,2012
2015,Portugal,Trigo duro,2721,5903,2170
2015,Portugal,Centeio,18099,15494,856
2015,Portugal,Aveia,40415,48971,1212
2015,Portugal,Cevada,21170,44402,2097
2015,Portugal,Triticale,22734,38481,1693
2015,Portugal,Milho,97911,827544,8452
2015,Portugal,Milho regadio,88547,808995,9136
2015,Portugal,Milho sequeiro,9364,18549,1981
2015,Portugal,Arroz,29142,184918,6346
2015,Portugal,Principais leguminosas secas,4823,3203,664
2015,Portugal,Feijão,3193,1811,567
2015,Portugal,Grão-de-bico,1630,1392,854
2015,Portugal,Batata,24622,486790,19770
2015,Portugal,Batata de regadio,20267,444166,21916
2015,Portugal,Batata de sequeiro,4355,42624,9786
2015,Portugal,Principais culturas para indústria,39521,1863271,47146
2015,Portugal,Tomate para indústria,19360,1832467,94653
2015,Portugal,Girassol,19929,24744,1242
2015,Portugal,Tabaco,122,276,2264
2015,Portugal,Beterraba,100,5761,57610
2015,Portugal,Lúpulo,11,23,2164
2015,Portugal,Culturas hortícolas,34298,913995,26649
2015,Portugal,Tomate fresco,1447,96635,66772
2015,Portugal,Alface,2149,56910,26487
2015,Portugal,Feijão-verde,571,9695,16985
2015,Portugal,Cebola,1785,59374,33269
2015,Portugal,Cenoura,2158,97494,45176
2015,Portugal,Pimento,579,23307,40251
2015,Portugal,Ervilha,1140,18796,16481
2015,Portugal,Fava,392,3049,7770
2015,Portugal,Melão,2105,61036,28991
2015,Portugal,Melancia,1052,29099,27648
2015,Portugal,Morango,321,9659,30130
2015,Portugal,Couve-flor,655,14102,21542
2015,Portugal,Couve-brócolo,2061,33579,16290
2015,Portugal,Couve-repolho,2844,71017,24975
2015,Portugal,Couve-tronchuda,1111,28660,25801
2015,Portugal,Couve-lombardo,1451,40445,27868
2015,Portugal,Grelos (nabo e couve),2313,30507,13190
2015,Portugal,Alho,524,1695,3232
2015,Portugal,Alho-porro,853,25303,29657
2015,Portugal,Courgette,446,17878,40097
2015,Portugal,Espinafre,595,9925,16691
2015,Portugal,Nabo,947,19467,20553
2015,Portugal,Abóbora (inclui butternut),3056,73226,23960
2015,Portugal,Outras hortícolas,3743,83140,22213
2015,Portugal,Principais culturas forrageiras,211340,5128286,24266
2015,Portugal,Milho forrageiro,80781,3152230,39022
2015,Portugal,Aveia forrageira,130559,1976056,15135
2015,Portugal,Principais frutos frescos,44372,574099,12938
2015,Portugal,Pêra,12115,141186,11654
2015,Portugal,Maçã,14006,324994,23204
2015,Portugal,Pêssego,3750,46899,12506
2015,Portugal,Cereja,6286,17714,2818
2015,Portugal,Ameixa,1788,24536,13724
2015,Portugal,Damasco,422,2893,6850
2015,Portugal,Diospiro,229,4097,17915
2015,Portugal,Figo,4329,3039,702
2015,Portugal,Ginja,79,191,2413
2015,Portugal,Marmelo,819,6088,7436
2015,Portugal,Nespera,216,967,4486
2015,Portugal,Romã,334,1497,4481
2015,Portugal,Frutos pequenos de baga,2293,17932,7819
2015,Portugal,Amoras,88,617,7039
2015,Portugal,Framboesas,775,12659,16336
2015,Portugal,Groselha,106,221,2088
2015,Portugal,Mirtilos,1325,4436,3347
2015,Portugal,Principais frutos subtropicais,3397,54974,16183
2015,Portugal,Kiwi,2305,29664,12869
2015,Portugal,Banana,1034,24258,23460
2015,Portugal,Ananás,58,1052,18138
2015,Portugal,Abacate,,,
2015,Portugal,Citrinos,20210,301514,14919
2015,Portugal,Laranja,16722,246639,14749
2015,Portugal,Tangerina,2383,37779,15850
2015,Portugal,Limão,967,15452,15974
2015,Portugal,Tangera,117,1429,12249
2015,Portugal,Toranja,20,214,10485
2015,Portugal,Principais frutos de casca rija,69407,47716,687
2015,Portugal,Amêndoa,30150,10090,335
2015,Portugal,Castanha,35595,33205,933
2015,Portugal,Noz,3269,4062,1243
2015,Portugal,Avelã,393,360,916
2015,Portugal,Vinha,178957,934633,5223
2015,Portugal,Uva para vinho,176874,915600,5177
2015,Portugal,Uva para vinho (DOP),,,
2015,Portugal,Uva para vinho (IGP),,,
2015,Portugal,Uva para vinho (Vinhos sem certificação),,,
2015,Portugal,Uva de mesa,2083,19033,9136
2015,Portugal,Olival,351340,722893,2058
2015,Portugal,Azeitona de mesa,8794,20752,2360
2015,Portugal,Azeitona para azeite,342547,702140,2050
2015,Alentejo,Cereais para grão,123793,419388,3388
2015,Alentejo,Trigo,29619,64151,2166
2015,Alentejo,Trigo mole,27150,58792,2165
2015,Alentejo,Trigo duro,2469,5359,2170
2015,Alentejo,Centeio,178,181,1016
2015,Alentejo,Aveia,32102,43418,1353
2015,Alentejo,Cevada,18231,38304,2101
2015,Alentejo,Triticale,21136,36742,1738
2015,Alentejo,Milho,13848,179625,12972
2015,Alentejo,Milho regadio,13848,179625,12972
2015,Alentejo,Milho sequeiro,0,0,
2015,Alentejo,Arroz,8679,56968,6564
2015,Alentejo,Principais leguminosas secas,1250,1166,933
2015,Alentejo,Feijão,137,120,878
2015,Alentejo,Grão-de-bico,1113,1046,940
2015,Alentejo,Batata,193,4557,23611
2015,Alentejo,Batata de regadio,191,4533,23733
2015,Alentejo,Batata de sequeiro,2,24,12000
2015,Alentejo,Principais culturas para indústria,20633,243428,11798
2015,Alentejo,Tomate para indústria,2666,223650,83891
2015,Alentejo,Girassol,17967,19778,1101
2015,Alentejo,Tabaco,0,0,
2015,Alentejo,Beterraba,0,0,
2015,Alentejo,Lúpulo,0,0,
2015,Alentejo,Culturas hortícolas,,,
2015,Alentejo,Tomate fresco,,,
2015,Alentejo,Alface,,,
2015,Alentejo,Feijão-verde,,,
2015,Alentejo,Cebola,,,
2015,Alentejo,Cenoura,,,
2015,Alentejo,Pimento,,,
2015,Alentejo,Ervilha,,,
2015,Alentejo,Fava,,,
2015,Alentejo,Melão,,,
2015,Alentejo,Melancia,,,
2015,Alentejo,Morango,,,
2015,Alentejo,Couve-flor,,,
2015,Alentejo,Couve-brócolo,,,
2015,Alentejo,Couve-repolho,,,
2015,Alentejo,Couve-tronchuda,,,
2015,Alentejo,Couve-lombardo,,,
2015,Alentejo,Grelos (nabo e couve),,,
2015,Alentejo,Alho,,,
2015,Alentejo,Alho-porro,,,
2015,Alentejo,Courgette,,,
2015,Alentejo,Espinafre,,,
2015,Alentejo,Nabo,,,
2015,Alentejo,Abóbora (inclui butternut),,,
2015,Alentejo,Outras hortícolas,,,
2015,Alentejo,Principais culturas forrageiras,84923,1538833,18120
2015,Alentejo,Milho forrageiro,3376,182924,54184
2015,Alentejo,Aveia forrageira,81547,1355909,16627
2015,Alentejo,Principais frutos frescos,2483,27725,11165
2015,Alentejo,Pêra,314,3577,11400
2015,Alentejo,Maçã,246,5516,22435
2015,Alentejo,Pêssego,518,10921,21066
2015,Alentejo,Cereja,60,241,4000
2015,Alentejo,Ameixa,459,5123,11157
2015,Alentejo,Damasco,86,861,9956
2015,Alentejo,Diospiro,11,118,10686
2015,Alentejo,Figo,530,430,811
2015,Alentejo,Ginja,0,0,
2015,Alentejo,Marmelo,42,88,2085
2015,Alentejo,Nespera,0,0,
2015,Alentejo,Romã,216,850,3936
2015,Alentejo,Frutos pequenos de baga,,,
2015,Alentejo,Amoras,,,
2015,Alentejo,Framboesas,,,
2015,Alentejo,Groselha,,,
2015,Alentejo,Mirtilos,,,
2015,Alentejo,Principais frutos subtropicais,0,0,
2015,Alentejo,Kiwi,0,0,
2015,Alentejo,Banana,0,0,
2015,Alentejo,Ananás,0,0,
2015,Alentejo,Abacate,,,
2015,Alentejo,Citrinos,1855,17567,9471
2015,Alentejo,Laranja,1643,14694,8942
2015,Alentejo,Tangerina,190,2738,14404
2015,Alentejo,Limão,17,112,6613
2015,Alentejo,Tangera,4,23,5115
2015,Alentejo,Toranja,0,0,
2015,Alentejo,Principais frutos de casca rija,3044,4518,1484
2015,Alentejo,Amêndoa,1702,1044,614
2015,Alentejo,Castanha,518,2065,3991
2015,Alentejo,Noz,809,1395,1724
2015,Alentejo,Avelã,16,14,887
2015,Alentejo,Vinha,24071,161534,6711
2015,Alentejo,Uva para vinho,23696,155057,6543
2015,Alentejo,Uva para vinho (DOP),,,
2015,Alentejo,Uva para vinho (IGP),,,
2015,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2015,Alentejo,Uva de mesa,375,6478,17293
2015,Alentejo,Olival,169869,500573,2947
2015,Alentejo,Azeitona de mesa,3216,9069,2820
2015,Alentejo,Azeitona para azeite,166653,491504,2949
2015,Algarve,Cereais para grão,1975,4734,2397
2015,Algarve,Trigo,657,887,1350
2015,Algarve,Trigo mole,571,758,1327
2015,Algarve,Trigo duro,86,129,1503
2015,Algarve,Centeio,14,12,844
2015,Algarve,Aveia,463,499,1077
2015,Algarve,Cevada,294,338,1151
2015,Algarve,Triticale,141,145,1028
2015,Algarve,Milho,202,2174,10758
2015,Algarve,Milho regadio,188,2145,11392
2015,Algarve,Milho sequeiro,14,29,2122
2015,Algarve,Arroz,204,679,3328
2015,Algarve,Principais leguminosas secas,23,15,631
2015,Algarve,Feijão,15,9,619
2015,Algarve,Grão-de-bico,8,5,653
2015,Algarve,Batata,324,6552,20210
2015,Algarve,Batata de regadio,295,6222,21097
2015,Algarve,Batata de sequeiro,29,330,11275
2015,Algarve,Principais culturas para indústria,0,0,
2015,Algarve,Tomate para indústria,0,0,
2015,Algarve,Girassol,0,0,
2015,Algarve,Tabaco,0,0,
2015,Algarve,Beterraba,0,0,
2015,Algarve,Lúpulo,0,0,
2015,Algarve,Culturas hortícolas,,,
2015,Algarve,Tomate fresco,,,
2015,Algarve,Alface,,,
2015,Algarve,Feijão-verde,,,
2015,Algarve,Cebola,,,
2015,Algarve,Cenoura,,,
2015,Algarve,Pimento,,,
2015,Algarve,Ervilha,,,
2015,Algarve,Fava,,,
2015,Algarve,Melão,,,
2015,Algarve,Melancia,,,
2015,Algarve,Morango,,,
2015,Algarve,Couve-flor,,,
2015,Algarve,Couve-brócolo,,,
2015,Algarve,Couve-repolho,,,
2015,Algarve,Couve-tronchuda,,,
2015,Algarve,Couve-lombardo,,,
2015,Algarve,Grelos (nabo e couve),,,
2015,Algarve,Alho,,,
2015,Algarve,Alho-porro,,,
2015,Algarve,Courgette,,,
2015,Algarve,Espinafre,,,
2015,Algarve,Nabo,,,
2015,Algarve,Abóbora (inclui butternut),,,
2015,Algarve,Outras hortícolas,,,
2015,Algarve,Principais culturas forrageiras,2125,44091,20749
2015,Algarve,Milho forrageiro,75,3091,41218
2015,Algarve,Aveia forrageira,2050,41000,20000
2015,Algarve,Principais frutos frescos,3406,11725,3442
2015,Algarve,Pêra,32,293,9282
2015,Algarve,Maçã,23,194,8437
2015,Algarve,Pêssego,187,2629,14058
2015,Algarve,Cereja,8,13,1520
2015,Algarve,Ameixa,98,1230,12611
2015,Algarve,Damasco,74,970,13054
2015,Algarve,Diospiro,133,3473,26135
2015,Algarve,Figo,2613,1784,682
2015,Algarve,Ginja,0,0,
2015,Algarve,Marmelo,16,161,10089
2015,Algarve,Nespera,115,357,3108
2015,Algarve,Romã,108,622,5777
2015,Algarve,Frutos pequenos de baga,,,
2015,Algarve,Amoras,,,
2015,Algarve,Framboesas,,,
2015,Algarve,Groselha,,,
2015,Algarve,Mirtilos,,,
2015,Algarve,Principais frutos subtropicais,4,29,8019
2015,Algarve,Kiwi,4,29,8019
2015,Algarve,Banana,0,0,
2015,Algarve,Ananás,0,0,
2015,Algarve,Abacate,,,
2015,Algarve,Citrinos,14600,249303,17075
2015,Algarve,Laranja,12213,207608,16999
2015,Algarve,Tangerina,1928,32831,17033
2015,Algarve,Limão,372,7678,20641
2015,Algarve,Tangera,71,987,13856
2015,Algarve,Toranja,17,199,12029
2015,Algarve,Principais frutos de casca rija,7530,1075,143
2015,Algarve,Amêndoa,7398,783,106
2015,Algarve,Castanha,16,15,918
2015,Algarve,Noz,116,277,2389
2015,Algarve,Avelã,0,0,
2015,Algarve,Vinha,1599,6142,3842
2015,Algarve,Uva para vinho,1208,1817,1504
2015,Algarve,Uva para vinho (DOP),,,
2015,Algarve,Uva para vinho (IGP),,,
2015,Algarve,Uva para vinho (Vinhos sem certificação),,,
2015,Algarve,Uva de mesa,390,4325,11079
2015,Algarve,Olival,8839,5986,677
2015,Algarve,Azeitona de mesa,236,173,733
2015,Algarve,Azeitona para azeite,8603,5813,676
2014,Portugal,Cereais para grão,301915,1333256,4416
2014,Portugal,Trigo,47826,98794,2066
2014,Portugal,Trigo mole,46187,94957,2056
2014,Portugal,Trigo duro,1639,3836,2341
2014,Portugal,Centeio,19791,17629,891
2014,Portugal,Aveia,50540,67443,1334
2014,Portugal,Cevada,17165,37914,2209
2014,Portugal,Triticale,30198,47161,1562
2014,Portugal,Milho,107642,896995,8333
2014,Portugal,Milho regadio,97673,874719,8956
2014,Portugal,Milho sequeiro,9969,22276,2234
2014,Portugal,Arroz,28754,167322,5819
2014,Portugal,Principais leguminosas secas,4040,2333,577
2014,Portugal,Feijão,3120,1802,578
2014,Portugal,Grão-de-bico,920,531,577
2014,Portugal,Batata,27214,539872,19838
2014,Portugal,Batata de regadio,21696,472690,21787
2014,Portugal,Batata de sequeiro,5518,67183,12175
2014,Portugal,Principais culturas para indústria,33230,1340361,40336
2014,Portugal,Tomate para indústria,17210,1310366,76142
2014,Portugal,Girassol,15554,16429,1056
2014,Portugal,Tabaco,102,228,2244
2014,Portugal,Beterraba,354,13320,37627
2014,Portugal,Lúpulo,11,19,1696
2014,Portugal,Culturas hortícolas,36667,988650,26963
2014,Portugal,Tomate fresco,1249,89169,71404
2014,Portugal,Alface,2420,63253,26140
2014,Portugal,Feijão-verde,825,13458,16304
2014,Portugal,Cebola,1990,57134,28707
2014,Portugal,Cenoura,2078,104543,50318
2014,Portugal,Pimento,1030,43082,41824
2014,Portugal,Ervilha,709,7303,10304
2014,Portugal,Fava,422,3613,8569
2014,Portugal,Melão,2763,88617,32073
2014,Portugal,Melancia,868,23983,27620
2014,Portugal,Morango,575,14811,25760
2014,Portugal,Couve-flor,715,13995,19579
2014,Portugal,Couve-brócolo,2544,24975,9816
2014,Portugal,Couve-repolho,3441,84089,24437
2014,Portugal,Couve-tronchuda,1667,52093,31250
2014,Portugal,Couve-lombardo,1758,47343,26926
2014,Portugal,Grelos (nabo e couve),1534,23721,15464
2014,Portugal,Alho,245,3273,13348
2014,Portugal,Alho-porro,817,20752,25395
2014,Portugal,Courgette,615,18343,29804
2014,Portugal,Espinafre,723,12032,16642
2014,Portugal,Nabo,1065,22088,20747
2014,Portugal,Abóbora (inclui butternut),3254,67717,20810
2014,Portugal,Outras hortícolas,3360,89262,26566
2014,Portugal,Principais culturas forrageiras,233747,6197582,26514
2014,Portugal,Milho forrageiro,85387,3587924,42020
2014,Portugal,Aveia forrageira,148361,2609658,17590
2014,Portugal,Principais frutos frescos,43293,574936,13280
2014,Portugal,Pêra,12007,210009,17491
2014,Portugal,Maçã,13847,273721,19767
2014,Portugal,Pêssego,3610,41053,11371
2014,Portugal,Cereja,6043,10577,1750
2014,Portugal,Ameixa,1693,24177,14281
2014,Portugal,Damasco,429,2234,5204
2014,Portugal,Diospiro,221,3969,17982
2014,Portugal,Figo,4404,2826,642
2014,Portugal,Ginja,78,187,2402
2014,Portugal,Marmelo,623,4591,7369
2014,Portugal,Nespera,216,960,4442
2014,Portugal,Romã,121,630,5195
2014,Portugal,Frutos pequenos de baga,1385,6934,5006
2014,Portugal,Amoras,44,279,6302
2014,Portugal,Framboesas,450,4697,10437
2014,Portugal,Groselha,67,134,1984
2014,Portugal,Mirtilos,823,1824,2215
2014,Portugal,Principais frutos subtropicais,3340,43464,13014
2014,Portugal,Kiwi,2255,18150,8050
2014,Portugal,Banana,1027,24208,23568
2014,Portugal,Ananás,58,1107,19086
2014,Portugal,Abacate,,,
2014,Portugal,Citrinos,19804,304016,15351
2014,Portugal,Laranja,16448,251519,15292
2014,Portugal,Tangerina,2288,36188,15816
2014,Portugal,Limão,931,14676,15758
2014,Portugal,Tangera,117,1409,12075
2014,Portugal,Toranja,20,224,10943
2014,Portugal,Principais frutos de casca rija,67561,35752,529
2014,Portugal,Amêndoa,28871,9033,313
2014,Portugal,Castanha,35352,22233,629
2014,Portugal,Noz,2946,4133,1403
2014,Portugal,Avelã,392,352,897
2014,Portugal,Vinha,178986,818512,4573
2014,Portugal,Uva para vinho,176884,804077,4546
2014,Portugal,Uva para vinho (DOP),,,
2014,Portugal,Uva para vinho (IGP),,,
2014,Portugal,Uva para vinho (Vinhos sem certificação),,,
2014,Portugal,Uva de mesa,2102,14435,6867
2014,Portugal,Olival,352350,455374,1292
2014,Portugal,Azeitona de mesa,8794,17399,1979
2014,Portugal,Azeitona para azeite,343557,437974,1275
2014,Alentejo,Cereais para grão,147978,496825,3357
2014,Alentejo,Trigo,36184,78989,2183
2014,Alentejo,Trigo mole,34687,75401,2174
2014,Alentejo,Trigo duro,1497,3587,2397
2014,Alentejo,Centeio,147,115,782
2014,Alentejo,Aveia,41672,61301,1471
2014,Alentejo,Cevada,14775,32889,2226
2014,Alentejo,Triticale,28491,44990,1579
2014,Alentejo,Milho,17766,221637,12475
2014,Alentejo,Milho regadio,17766,221637,12475
2014,Alentejo,Milho sequeiro,0,0,
2014,Alentejo,Arroz,8943,56905,6363
2014,Alentejo,Principais leguminosas secas,673,388,576
2014,Alentejo,Feijão,36,35,970
2014,Alentejo,Grão-de-bico,638,353,554
2014,Alentejo,Batata,249,4276,17140
2014,Alentejo,Batata de regadio,240,4209,17501
2014,Alentejo,Batata de sequeiro,9,68,7500
2014,Alentejo,Principais culturas para indústria,17490,184267,10535
2014,Alentejo,Tomate para indústria,2276,168772,74138
2014,Alentejo,Girassol,15214,15495,1018
2014,Alentejo,Tabaco,0,0,
2014,Alentejo,Beterraba,0,0,
2014,Alentejo,Lúpulo,0,0,
2014,Alentejo,Culturas hortícolas,,,
2014,Alentejo,Tomate fresco,,,
2014,Alentejo,Alface,,,
2014,Alentejo,Feijão-verde,,,
2014,Alentejo,Cebola,,,
2014,Alentejo,Cenoura,,,
2014,Alentejo,Pimento,,,
2014,Alentejo,Ervilha,,,
2014,Alentejo,Fava,,,
2014,Alentejo,Melão,,,
2014,Alentejo,Melancia,,,
2014,Alentejo,Morango,,,
2014,Alentejo,Couve-flor,,,
2014,Alentejo,Couve-brócolo,,,
2014,Alentejo,Couve-repolho,,,
2014,Alentejo,Couve-tronchuda,,,
2014,Alentejo,Couve-lombardo,,,
2014,Alentejo,Grelos (nabo e couve),,,
2014,Alentejo,Alho,,,
2014,Alentejo,Alho-porro,,,
2014,Alentejo,Courgette,,,
2014,Alentejo,Espinafre,,,
2014,Alentejo,Nabo,,,
2014,Alentejo,Abóbora (inclui butternut),,,
2014,Alentejo,Outras hortícolas,,,
2014,Alentejo,Principais culturas forrageiras,94903,2227705,23474
2014,Alentejo,Milho forrageiro,9950,555333,55814
2014,Alentejo,Aveia forrageira,84953,1672371,19686
2014,Alentejo,Principais frutos frescos,2158,25031,11602
2014,Alentejo,Pêra,245,3584,14642
2014,Alentejo,Maçã,256,5362,20954
2014,Alentejo,Pêssego,477,10447,21910
2014,Alentejo,Cereja,60,65,1078
2014,Alentejo,Ameixa,356,4863,13675
2014,Alentejo,Damasco,96,262,2725
2014,Alentejo,Diospiro,11,48,4501
2014,Alentejo,Figo,628,304,484
2014,Alentejo,Ginja,0,0,
2014,Alentejo,Marmelo,23,90,3932
2014,Alentejo,Nespera,0,0,
2014,Alentejo,Romã,7,7,1000
2014,Alentejo,Frutos pequenos de baga,,,
2014,Alentejo,Amoras,,,
2014,Alentejo,Framboesas,,,
2014,Alentejo,Groselha,,,
2014,Alentejo,Mirtilos,,,
2014,Alentejo,Principais frutos subtropicais,0,0,
2014,Alentejo,Kiwi,0,0,
2014,Alentejo,Banana,0,0,
2014,Alentejo,Ananás,0,0,
2014,Alentejo,Abacate,,,
2014,Alentejo,Citrinos,1831,17166,9375
2014,Alentejo,Laranja,1631,14518,8904
2014,Alentejo,Tangerina,179,2530,14127
2014,Alentejo,Limão,17,97,5689
2014,Alentejo,Tangera,4,21,4789
2014,Alentejo,Toranja,0,0,
2014,Alentejo,Principais frutos de casca rija,2132,2548,1195
2014,Alentejo,Amêndoa,948,425,448
2014,Alentejo,Castanha,518,543,1050
2014,Alentejo,Noz,650,1566,2408
2014,Alentejo,Avelã,16,13,862
2014,Alentejo,Vinha,23846,169713,7117
2014,Alentejo,Uva para vinho,23449,165109,7041
2014,Alentejo,Uva para vinho (DOP),,,
2014,Alentejo,Uva para vinho (IGP),,,
2014,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2014,Alentejo,Uva de mesa,397,4604,11587
2014,Alentejo,Olival,171140,305893,1787
2014,Alentejo,Azeitona de mesa,3216,8672,2697
2014,Alentejo,Azeitona para azeite,167924,297221,1770
2014,Algarve,Cereais para grão,1892,4674,2470
2014,Algarve,Trigo,672,931,1384
2014,Algarve,Trigo mole,587,799,1361
2014,Algarve,Trigo duro,86,132,1542
2014,Algarve,Centeio,4,4,862
2014,Algarve,Aveia,392,413,1054
2014,Algarve,Cevada,305,358,1173
2014,Algarve,Triticale,125,132,1051
2014,Algarve,Milho,187,1778,9518
2014,Algarve,Milho regadio,168,1741,10365
2014,Algarve,Milho sequeiro,19,37,1964
2014,Algarve,Arroz,207,1059,5121
2014,Algarve,Principais leguminosas secas,23,15,631
2014,Algarve,Feijão,15,9,619
2014,Algarve,Grão-de-bico,8,5,653
2014,Algarve,Batata,314,5669,18036
2014,Algarve,Batata de regadio,283,5347,18901
2014,Algarve,Batata de sequeiro,31,322,10250
2014,Algarve,Principais culturas para indústria,0,0,
2014,Algarve,Tomate para indústria,0,0,
2014,Algarve,Girassol,0,0,
2014,Algarve,Tabaco,0,0,
2014,Algarve,Beterraba,0,0,
2014,Algarve,Lúpulo,0,0,
2014,Algarve,Culturas hortícolas,,,
2014,Algarve,Tomate fresco,,,
2014,Algarve,Alface,,,
2014,Algarve,Feijão-verde,,,
2014,Algarve,Cebola,,,
